Id,date_time,Value,ActivityDay_x,StepTotal,ActivityDay_y,Calories_x,ActivityDay,SedentaryMinutes_x,LightlyActiveMinutes_x,FairlyActiveMinutes_x,VeryActiveMinutes_x,SedentaryActiveDistance_x,LightActiveDistance_x,ModeratelyActiveDistance_x,VeryActiveDistance_x,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance_y,ModeratelyActiveDistance_y,LightActiveDistance_y,SedentaryActiveDistance_y,VeryActiveMinutes_y,FairlyActiveMinutes_y,LightlyActiveMinutes_y,SedentaryMinutes_y,Calories_y,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,day_of_week,Sleep Duration
2022484408,2016-04-12,75.4576954069299,4/12/2016,11875.0,4/12/2016,2390.0,4/12/2016,1157.0,227.0,14.0,42.0,0.0,4.26000022888184,0.769999980926514,3.3099999427795397,4/12/2016,11875.0,8.340000152587889,8.340000152587889,0.0,3.3099999427795397,0.769999980926514,4.26000022888184,0.0,42.0,14.0,227.0,1157.0,2390.0,,,,,Tuesday,
2022484408,2016-04-13,80.77959262106073,4/13/2016,12024.0,4/13/2016,2601.0,4/13/2016,1100.0,292.0,5.0,43.0,0.0,5.40999984741211,0.100000001490116,2.99000000953674,4/13/2016,12024.0,8.5,8.5,0.0,2.99000000953674,0.100000001490116,5.40999984741211,0.0,43.0,5.0,292.0,1100.0,2601.0,,,,,Wednesday,
2022484408,2016-04-14,72.62859712230215,4/14/2016,10690.0,4/14/2016,2312.0,4/14/2016,1148.0,257.0,3.0,32.0,0.0,4.82000017166138,0.209999993443489,2.4800000190734903,4/14/2016,10690.0,7.5,7.5,0.0,2.4800000190734903,0.209999993443489,4.82000017166138,0.0,32.0,3.0,257.0,1148.0,2312.0,,,,,Thursday,
2022484408,2016-04-15,80.43738211995473,4/15/2016,11034.0,4/15/2016,2525.0,4/15/2016,1122.0,282.0,9.0,27.0,0.0,5.78000020980835,0.31000000238418607,1.9400000572204599,4/15/2016,11034.0,8.02999973297119,8.02999973297119,0.0,1.9400000572204599,0.31000000238418607,5.78000020980835,0.0,27.0,9.0,282.0,1122.0,2525.0,,,,,Friday,
2022484408,2016-04-16,75.96054724785238,4/16/2016,10100.0,4/16/2016,2177.0,4/16/2016,1237.0,151.0,11.0,41.0,0.0,3.39000010490417,0.550000011920929,3.1500000953674303,4/16/2016,10100.0,7.09000015258789,7.09000015258789,0.0,3.1500000953674303,0.550000011920929,3.39000010490417,0.0,41.0,11.0,151.0,1237.0,2177.0,,,,,Saturday,
2022484408,2016-04-17,83.20338983050847,4/17/2016,15112.0,4/17/2016,2782.0,4/17/2016,1052.0,331.0,29.0,28.0,0.0,6.880000114440921,0.6600000262260439,3.8699998855590803,4/17/2016,15112.0,11.3999996185303,11.3999996185303,0.0,3.8699998855590803,0.6600000262260439,6.880000114440921,0.0,28.0,29.0,331.0,1052.0,2782.0,,,,,Sunday,
2022484408,2016-04-18,83.3511693171188,4/18/2016,14131.0,4/18/2016,2770.0,4/18/2016,1078.0,311.0,3.0,48.0,0.0,6.300000190734861,0.119999997317791,3.64000010490417,4/18/2016,14131.0,10.0699996948242,10.0699996948242,0.0,3.64000010490417,0.119999997317791,6.300000190734861,0.0,48.0,3.0,311.0,1078.0,2770.0,,,,,Monday,
2022484408,2016-04-19,80.53231864004744,4/19/2016,11548.0,4/19/2016,2489.0,4/19/2016,1152.0,250.0,7.0,31.0,0.0,5.0,0.239999994635582,3.2899999618530296,4/19/2016,11548.0,8.52999973297119,8.52999973297119,0.0,3.2899999618530296,0.239999994635582,5.0,0.0,31.0,7.0,250.0,1152.0,2489.0,,,,,Tuesday,
2022484408,2016-04-20,84.97564935064935,4/20/2016,15112.0,4/20/2016,2897.0,4/20/2016,1053.0,276.0,63.0,48.0,0.0,5.400000095367429,1.92999994754791,3.33999991416931,4/20/2016,15112.0,10.6700000762939,10.6700000762939,0.0,3.33999991416931,1.92999994754791,5.400000095367429,0.0,48.0,63.0,276.0,1053.0,2897.0,,,,,Wednesday,
2022484408,2016-04-21,85.28916077890746,4/21/2016,12453.0,4/21/2016,3158.0,4/21/2016,1028.0,255.0,53.0,104.0,0.0,4.30999994277954,1.11000001430511,3.32999992370605,4/21/2016,12453.0,8.73999977111816,8.73999977111816,0.0,3.32999992370605,1.11000001430511,4.30999994277954,0.0,104.0,53.0,255.0,1028.0,3158.0,,,,,Thursday,
2022484408,2016-04-22,80.8793752352277,4/22/2016,12954.0,4/22/2016,2638.0,4/22/2016,1105.0,273.0,10.0,52.0,0.0,4.46999979019165,0.419999986886978,4.42999982833862,4/22/2016,12954.0,9.329999923706051,9.329999923706051,0.0,4.42999982833862,0.419999986886978,4.46999979019165,0.0,52.0,10.0,273.0,1105.0,2638.0,,,,,Friday,
